Title,Location,Name,Relationship,Date,Source,Reference
"Prince of Wales, Myrtleford",Myrtleford (Vic.),"OGrady, C",Licensee,1902-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 283"
"Exchange, Kerang",Kerang (Vic.),"Parker, L E",Licensee,1902-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 295"
"Paynes, Bairnsdale",Bairnsdale (Vic.),"Payne, Eliza",Licensee,1902-1910,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 102"
"Murdochs, Morwell",Morwell (Vic.),"Barry, M",Licensee,1902-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 230"
"Commercial, Mooroopna",Morrell St (Mooroopna Vic.),"Bell, Frederick",Licensee,1902-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 205"
"Commercial, Mooroopna",Morrell St (Mooroopna Vic.),"Bett, Frederick",Licensee,1902-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 205"
"Commercial, Beaufort",Beaufort (Vic.),"Hellyer, M A",Licensee,1902-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 152"
"Rosedale, Rosedale",Lily St (Rosedale Vic.),"Kelly, E T",Licensee,1902-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 113"
"Royal Victoria, Wangaratta",Faithful St (Wangaratta Vic.),"Kennedy, Margt",Licensee,1902-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 107"
"British, Creswick",Albert St (Creswick Vic.),"Mackey, Patrick",Licensee,1902-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 176"
"Caledonian, Yea",High St (Yea Vic.),"Redpath, William",Licensee,1902-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 274"
"Rising Sun, East Murchison",Murchison East (Vic.),"Ruden, Rosa",Licensee,1902-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 263"
"Echuca, Echuca",High St (Echuca Vic.),"Ryan, Bridget",Licensee,1902-1911,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 329"
"Commercial & Family, Mount Egerton",Mount Egerton (Vic.),"Setter, Frank",Licensee,1902-1912,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 242"
"Union Family, St Arnaud",corner W Napier & Inkerman Sts (St Arnaud Vic.),"McIntyre, Christina",Licensee,1902-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 227"
"Commercial, Castlemaine",corner Moistyn & Urquhart Sts (Castlemaine Vic.),"McMahon, Thomas H",Licensee,1902-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 17"
"Shamrock, Heathcote",Heathcote (Vic.),"Moses, Edwd J S",Licensee,1902-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 189"
"Clydesdale, Castlemaine",corner Kennedy & Campbell Sts (Castlemaine Vic.),"OBrien, Ellen",Licensee,1902-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 16"
"Red Streak, Creswick North",Creswick North (Vic.),"Trenerry, John",Licensee,1902-1913,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 184"
"Royal, Daylesford",corner Vincent & Albert Sts (Daylesford Vic.),"Coakley, Annie",Licensee,1902-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 224"
"Victoria, Hamilton",corner Gray & Thompson Sts (Hamilton Vic.),"Drummond, Robert G",Licensee,1902-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 167"
"Border Inn, Bacchus Marsh",Bacchus Marsh (Vic.),"Jones, Harriet S",Licensee,1902-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 85"
"Palace, Lang Lang",Lang Lang (Vic.),"Lawrence, Henry",Licensee,1902-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 21"
"Albion, Dandenong",Dandenong (Vic.),"McQuade, A",Licensee,1902-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 198"
"Gilbert Club, Kerang",Kerang (Vic.),"ODonnell, Patrick J",Licensee,1902-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 296"
"Gardiners, Castlemaine",corner Hargreaves & Mostyn Sts (Castlemaine Vic.),"OKeefe, Michael",Licensee,1902-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 35"
"Terminus, Dunolly",Old Dunolly (Vic.),"Wong Ying, E",Licensee,1902-1914,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 311"
"Royal, Yackandandah",High St (Yackandandah Vc.),"Irvine, E",Licensee,1902-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 244"
"All Nations, Talbot",Talbot (Vic.),"Joynes, F",Licensee,1902-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 307"
"Tungamah, Tungamah",Tungamah (Vic.),"Kerr, Michael",Licensee,1902-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 48"
"Commercial, Nhill",Nhill (Vic.),"Kozminsky, R M",Licensee,1902-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 334"
"Bridge, Yackandandah",High St (Yackandandah Vc.),"McIntyre, Jas",Licensee,1902-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 242"
"Market, Port Fairy",William St (Port Fairy Vic.),"Osmond, Wm H",Licensee,1902-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 32"
"Beaufort, Beaufort",Beaufort (Vic.),"Welsh, Ernest H",Licensee,1902-1915,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 150"
"Junction Hotel & Store, Korong Vale",Main St (Korong Vale Vic.),"Greig, James",Licensee,1902-1916,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 368"
"Railway, Violet Town",Cowslip St (Violet Town Vic.),"Morris, A C",Licensee,1902-1932,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 58"
"Farmers Arms, Numurkah",Numurkah (Vic.),"Anderson, J",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 346"
"Camp Hotel & Hall, Dimboola",Dimboola Nine Creeks (Vic.),"Barnett, J J",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 254"
"Western Star, Koroit",Koroit (Vic.),"Barry, William",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 339"
"Winchelsea, Winchelsea",Winchelsea (Vic.),"Binnie, S",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 197"
"Commercial, Smythesdale",Smythesdale (Vic.),"Bishop, M",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 198"
"Criterion, Rushworth",High St (Rushworth Vic.),Brideson & Mullany,Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 122"
"Green Park, Horsham",Horsham (Vic.),"Bryant, T",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 222"
"Railway Terminus, Boort",Boort (Vic.),"Carter, W",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 371"
"Victoria, Kingston",Kingston (Vic.),"Chambers, J",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 320"
"Court House, Bethanga Lower",Bethanga Lower (Vic.),"Clark, M",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 211"
"Native Youth, Birregurra",Birregurra (Vic.),"Clarke, L",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 220"
"Railway, Heyfield",Heyfield (Vic.),"Clarke, E A",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 204"
"Macs, Maindample",Maindample (Vic.),"Connelly, Geo",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 97"
"Commercial, Numurkah",corner Melville & Quinn Sts (Numurkah Vic.),"Coridas, E M",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 353"
"Albion, Stawell",Stawell (Vic.),"Corolan, S",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 239"
"Empire State, Wahgunyah",Foord St (Wahgunyah Vic.),"Crisp, G E",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 10, page 64"
"Commercial, Lubeck",Lubeck (Vic.),"Davies, Thomas",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 79"
"Grand, Healesville",Healesville (Vic.),"Dobie, David",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 178"
"Plough & Harrow, St Arnaud",St Arnaud (Vic.),"Egan, D",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 222"
"Bridge, Dandenong",Dandenong (Vic.),"Fell, C",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 199"
"Mizen Top, Bendigo",corner Williamson & Black Sts (Bendigo Vic.),"Freeman, E",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 1"
"Railway, Bannockburn",Bannockburn (Vic.),"Gittings, T K",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 116"
"Star, Bethanga Upper",Bethanga Upper (Vic.),"Glasgow, C",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 209"
"Railway, Linton",Linton (Vic.),"Graham, C H",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 55"
"Railway, Sale",Raymond St (Sale Vic.),"Greenwood, J H",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 145"
"Glasgow Arms, Bendigo",corner Williamson & Mollison Sts (Bendigo Vic.),"Hansen, H",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 1"
"Athenaeum Club, Bendigo",View St (Bendigo Vic.),"Harlem, A",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 1"
"Club, Kaniva",Kaniva (Vic.),"Harrison, D",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 284"
"Katamatite Hotel & Post Office, Katamatite",Katamatite (Vic.),"Hearney, M",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 289"
"Commercial, Heyfield",Heyfield (Vic.),"Hickey, M J",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 202"
"Sporting Club, Castlemaine",Castlemaine (Vic.),"Hickey, A",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 41"
"Queens, Bendigo",corner Mitchell & Queen Sts (Bendigo Vic.),"Horsley, H J M",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 1"
"Olive Branch, Bendigo",Mitchell St (Bendigo Vic.),"Hoskin, L",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 1"
"Provincial, Stawell",Stawell (Vic.),"Jackson, E B",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 257"
"Shamrock, Stawell",Seaby St (Stawell Vic.),"Jenkins, Agnes",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 265"
"Farmers Arms, Horsham",corner Wilson & Firebrace Sts (Horsham Vic.),"Kenny, H",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 221"
"East Charlton, Charlton",Charlton (Vic.),"King, C E",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 54"
"Terminus, Numurkah",McDonald St (Numurkah Vic.),"Kinsella, A",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 353"
"Commercial, Kingston",High St (Kingston Vic.),"Kirkpatrick, A",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 318"
"Shire Arms, Kyneton",High St (Kyneton Vic.),"Lamb, M",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 362"
"Galway Arms, Romsey",Romsey (Vic.),"Loff, J",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 105"
"Exchange, Rushworth",Rushworth (Vic.),"Major, Bert",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 123"
"Belmont, Thomastown",Thomastown Dry Creek (Vic.),"McCoy, Peter",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 352"
"Post Office, Stawell",Stawell (Vic.),"McCullagh, J T",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 256"
"Leigh Road, Bannockburn",Bannockburn (Vic.),"Menck, E",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 115"
"Family, Portarlington",Portarlington (Vic.),"Miller, E",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 26"
"Star, Creswick",Creswick Frenchmans Lead (Vic.),"Mitchell, G",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 185"
"Caledonian, Buninyong",Buninyong (Vic.),"Moloney, T",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 308"
"Criterion, Rushworth",High St (Rushworth Vic.),Brideson & Mullany,Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 122"
"Town Hall, Talbot",Talbot (Vic.),"Mummery, C",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 315"
"Golden Age & Hall, Fiery Creek",Beaufort Fiery Creek Diggings (Vic.),"Murison, C M",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 5, page 155"
"Castlemaine, Castlemaine",corner Hargraves & Lyttleton Sts (Castlemaine Vic.),Murphy,Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 6, page 15"
"Court House, Nathalia",Nathalia (Vic.),"Orth, Jim",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 297"
"Bridge, Maindample",Maindample (Vic.),Pace,Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 96"
"Her Majestys, Bendigo",corner Mitchell & Queen Sts (Bendigo Vic.),"Phillips, J A",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 12, page 1"
"Club, Sale",Foster St (Sale Vic.),"Phillips, Kate",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 139"
"Rushworth, Rushworth",Rushworth (Vic.),"Phillips, M",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 127"
"Shamrock, Murtoa",Murtoa (Vic.),"Pope, John",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 8, page 269"
"Camp, Smythesdale",Smythesdale (Vic.),"Porter, A",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 197"
"Korumburra, Korumburra",Korumburra (Vic.),"Radovick, Antonio",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 7, page 371"
"Belmont, Thomastown",Thomastown Dry Creek (Vic.),"Randall, Robt",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 352"
"Star of the West, Port Fairy",corner Bank & Sackville Sts (Port Fairy Vic.),"Ransley, Charles W",Licensee,1903,"a hotel entry in the Robert K. Cole Index of Victorian hotels, 1841-1949","Reference: Volume 9, page 33"
